bulb_number,timestamp,power_consumption (Watts),voltage_levels (Volts),current_fluctuations (Amperes),temperature (Celsius),environmental_conditions,current_fluctuations_env (Amperes),fault_type
23,2023-01-13 18:37:58,87.98,226.91,2.03,16.91,Cloudy,1.55,0
23,2023-03-23 01:01:31,178.31,233.07,2.62,23.29,Clear,4.92,0
23,2023-06-28 04:40:48,109.63,226.53,2.67,28.72,Rainy,6.718764250653235,4
23,2023-08-13 07:21:43,95.7,213.27,0.96,18.52,Clear,3.25,0
23,2023-12-02 03:58:50,102.9954422363554,221.29,2.81,26.78,Clear,4.19,3
23,2023-06-22 06:39:48,192.87,227.71,0.04,15.82,Cloudy,1.64,0
23,2023-12-22 16:37:06,132.1,237.15,8.167445906286886,14.64,Rainy,2.6,1
23,2023-08-07 13:52:40,198.13,210.94,2.32,29.76,Clear,4.89,0
23,2023-10-21 16:35:37,99.61,210.0,2.93,27.34,Rainy,6.42280989450131,4
23,2023-05-16 20:19:00,99.91,228.31,3.61,16.91,Rainy,1.76,0
23,2023-11-14 12:48:17,120.5,235.06,0.5,22.63,Rainy,3.39,0
23,2023-09-29 10:02:28,133.68,238.08,3.01,22.69,Rainy,7.166056324784501,4
23,2023-02-19 09:46:53,70.31,236.83,0.21,22.81,Cloudy,3.08,0
23,2023-10-22 10:06:11,54.1053119164002,211.22,0.69,15.43,Cloudy,4.41,3
23,2023-03-04 03:55:00,44.44319608425387,218.68,4.45,14.73,Clear,4.98,3
23,2023-05-16 04:10:11,160.87,222.51,3.6911692061093504,15.1,Clear,3.38,1
23,2023-08-07 17:31:06,140.62,228.14918031350592,2.24,20.24,Clear,2.06,2
23,2023-10-07 01:09:01,119.23,230.79,4.82,25.79,Cloudy,0.81,0
23,2023-09-08 20:03:12,90.91,212.36,0.68,15.01,Cloudy,1.0,0
23,2023-06-26 04:01:10,82.05,216.92,1.5,12.51,Clear,1.39,0
23,2023-04-28 22:53:52,153.26,217.09,0.86,11.35,Cloudy,2.5,0
23,2023-08-17 09:36:07,176.3,211.77,2.71,23.01,Clear,7.592869610697553,4
23,2023-08-16 17:29:46,179.96,211.72,6.214054389359156,23.42,Clear,4.76,1
23,2023-07-16 09:08:38,76.49,218.38,3.82,19.43,Rainy,2.74,0
23,2023-11-13 22:16:21,141.35,213.1,4.28,27.26,Clear,2.34,0
23,2023-07-12 07:14:29,144.03,229.8,0.95,12.25,Cloudy,0.1,0
23,2023-11-25 17:50:08,175.2249849438609,220.37,0.43,19.32,Clear,0.38,3
23,2023-09-16 07:14:58,123.33,225.27,2.9,23.13,Rainy,3.34,0
23,2023-08-08 10:35:55,114.95,229.31,1.52,18.83,Clear,1.97,0
23,2023-03-06 10:20:12,99.37,217.16,0.39,20.12,Clear,2.69,0
23,2023-12-18 02:59:37,100.42,239.28,2.78,27.78,Cloudy,2.85,0
23,2023-04-27 05:36:49,78.49,239.24,4.43,19.43,Clear,1.22,0
23,2023-04-19 13:03:43,83.4,234.18,0.35,22.76,Cloudy,3.2,0
23,2023-12-21 21:53:00,77.37,231.15,3.53,17.0,Clear,2.42,0
23,2023-03-09 07:45:52,174.91,225.69,3.09,18.26,Clear,0.75,0
23,2023-03-16 17:33:49,199.71,225.95,1.68,24.28,Rainy,5.798724840898068,4
23,2023-03-07 03:45:18,181.54,212.13,3.03,19.56,Clear,1.59,0
23,2023-01-16 19:41:47,173.96,229.69,3.8,18.29,Clear,4.71,0
23,2023-12-18 19:18:12,101.71,225.93,4.67,11.66,Rainy,0.54,0
23,2023-05-14 14:48:04,183.9857425292513,239.14,3.86,19.68,Cloudy,2.53,3
23,2023-03-29 20:43:44,114.91,222.94,0.18,19.06,Clear,6.397349522689588,4
23,2023-09-23 05:33:32,127.47,235.85,1.84,18.19,Rainy,5.468168173533838,4
23,2023-07-15 20:21:26,109.02,230.59,2.06,28.13,Rainy,3.08,0
23,2023-04-21 14:52:25,73.07,224.62,3.82,22.87,Rainy,4.43,0
23,2023-08-31 06:03:58,162.5,211.85,0.56,22.99,Clear,1.19,0
23,2023-04-06 09:11:17,138.18,233.77,2.88,18.31,Clear,3.23,0
23,2023-04-25 09:20:31,71.54,231.7,3.49,20.29,Clear,1.39,0
23,2023-03-05 09:14:25,169.63,225.32,0.3,28.37,Rainy,3.84,0
23,2023-01-03 19:30:16,137.72,223.1,8.759461685551658,25.5,Rainy,2.67,1
23,2023-10-15 13:12:16,92.11,215.87,1.37,15.86,Rainy,3.7,0
23,2023-03-31 12:20:09,50.7459879090649,233.33,2.62,17.69,Cloudy,1.5,3
23,2023-04-15 15:36:11,97.63,240.0097368964312,3.7,22.52,Clear,3.74,2
23,2023-01-23 08:14:20,172.26,216.05,4.98,19.52,Cloudy,3.59,0
23,2023-10-19 19:09:12,151.66,226.98,4.98,14.35,Rainy,2.11,0
23,2023-12-19 12:07:49,69.16,215.46,3.56,10.1,Rainy,4.45,0
23,2023-02-22 00:00:47,120.73355349929476,223.23,1.66,12.53,Clear,4.61,3
23,2023-07-12 18:54:15,76.0680263048728,212.13,1.63,13.69,Clear,3.93,3
23,2023-04-30 23:59:44,124.72,236.58,0.9,19.04,Rainy,3.55,0
23,2023-03-04 03:48:11,60.17,221.18,2.86,17.34,Clear,2.4,0
23,2023-05-30 02:29:39,141.22,221.05,0.53,12.79,Clear,2.64,0
23,2023-12-03 16:41:32,76.21,236.7,4.17,16.98,Cloudy,4.15,0
23,2023-08-08 22:49:54,129.98,214.77,3.07,23.59,Clear,0.42,0
23,2023-05-13 18:43:07,97.17,210.16,1.58,16.71,Rainy,3.15,0
23,2023-02-07 23:27:31,61.558124603319605,210.9,1.58,26.51,Clear,2.0,3
23,2023-01-30 12:29:50,120.35,232.55,2.4,11.83,Rainy,3.5936921009777256,4
23,2023-04-01 03:30:25,126.18,210.9,1.42,22.14,Rainy,1.77,0
23,2023-06-14 11:47:33,156.16,221.74,4.9,29.31,Cloudy,4.0,0
23,2023-02-28 16:46:16,193.16,216.14,3.75,16.43,Rainy,3.63,0
23,2023-09-02 11:52:50,106.08,218.68,4.79,14.2,Rainy,7.814016489613666,4
23,2023-12-18 17:47:38,95.52,223.75,0.71,28.42,Clear,4.84,0
23,2023-12-12 18:43:17,159.87,235.48,0.41,17.68,Rainy,1.65,0
23,2023-06-24 04:57:53,134.74,215.5,5.215162126596331,23.09,Rainy,0.66,1
23,2023-03-03 11:49:41,55.31,232.83,1.66,14.51,Rainy,3.89,0
23,2023-07-27 00:20:59,71.49,222.82,3.72,21.48,Cloudy,2.77,0
23,2023-02-23 08:55:37,73.62,228.93470800640972,2.91,10.47,Cloudy,4.35,2
23,2023-02-11 03:00:37,112.49,217.75,4.38,22.85,Clear,2.25,0
23,2023-03-31 10:17:16,137.8,221.41,2.33,17.15,Cloudy,2.05,0
23,2023-05-04 10:03:52,97.25,212.33,0.19,13.48,Clear,5.931415581769047,4
23,2023-02-24 04:55:26,141.69,238.75,1.7,18.03,Clear,3.6,0
23,2023-02-10 19:17:59,136.69,225.84,2.88,21.68,Clear,7.834246081945027,4
23,2023-07-20 22:44:52,193.6,238.44,2.11,10.71,Cloudy,0.06,0
23,2023-08-18 15:07:34,68.48,212.25,1.87,11.06,Cloudy,3.12,0
23,2023-04-12 08:01:41,78.53,225.42,0.52,26.55,Cloudy,3.9,0
23,2023-02-19 06:19:33,107.97,237.32,0.93,26.28,Cloudy,2.73,0
23,2023-04-08 14:30:43,84.69808883207,212.53,0.86,27.26,Clear,3.03,3
23,2023-07-31 18:09:21,124.38,213.24,0.49,28.16,Clear,2.29,0
23,2023-04-09 18:55:19,104.24,238.47,2.0,16.72,Rainy,1.36,0
23,2023-05-05 19:04:09,134.76,226.75,0.08,23.08,Rainy,3.94,0
23,2023-11-04 06:40:34,142.39,236.1,1.38,13.84,Clear,3.49,0
23,2023-10-13 19:35:10,78.28,212.73,0.48,25.37,Clear,0.14,0
23,2023-07-30 18:37:28,93.42,213.88,3.77,20.07,Cloudy,1.03,0
23,2023-06-17 13:08:42,162.56,232.51,2.62,15.52,Cloudy,2.93,0
23,2023-11-19 03:38:18,167.00671206676105,211.55,1.33,15.7,Clear,3.16,3
23,2023-04-02 01:29:41,80.95,216.48,4.64,25.13,Clear,4.67,0
23,2023-08-05 18:42:29,174.45,222.06,0.61,22.59,Cloudy,1.76,0
23,2023-05-20 00:30:27,113.81,222.78,4.68,11.38,Rainy,0.97,0
23,2023-03-06 10:34:18,141.19,236.51,4.59,21.17,Cloudy,0.17,0
23,2023-07-30 20:12:38,104.43,237.56,2.5,24.53,Rainy,3.4250209110077168,4
23,2023-01-23 06:21:17,136.75,235.05,4.95,26.93,Rainy,2.77,0
23,2023-07-15 12:33:06,141.31,234.72,0.1,29.03,Cloudy,2.66,0
23,2023-07-25 23:43:52,192.81,232.94,0.76,13.31,Clear,1.77,0
23,2023-07-30 07:00:50,89.6,223.18,3.02,18.73,Clear,0.28,0
23,2023-05-05 12:34:19,196.34,222.75,4.26,11.48,Rainy,4.05,0
23,2023-11-05 06:08:37,63.83080480168715,230.38,3.31,28.2,Cloudy,1.6,3
23,2023-01-07 23:40:26,179.68,219.95,1.16,19.72,Rainy,0.73,0
23,2023-06-04 12:41:00,69.04817937778802,221.56,1.39,19.01,Clear,1.92,3
23,2023-03-07 08:29:58,187.76,213.03,4.12,28.64,Cloudy,3.43,0
23,2023-03-26 03:51:02,199.46,220.05,4.15,23.47,Rainy,1.62,0
23,2023-10-14 06:23:55,155.7,242.4093046231673,0.94,13.48,Cloudy,3.57,2
23,2023-03-07 13:04:42,102.52545387809698,225.04,0.9,18.59,Clear,4.36,3
23,2023-05-17 01:37:13,149.14,239.92,4.47,12.9,Clear,2.0,0
23,2023-07-27 02:33:49,69.79,223.98,3.88,13.12,Clear,4.4,0
23,2023-11-06 01:31:40,135.36,232.47,0.23,11.88,Rainy,3.1,0
23,2023-06-07 13:43:27,175.73,236.22,3.44,14.02,Clear,0.98,0
23,2023-04-27 11:02:39,163.39330867672288,213.4,3.43,20.67,Clear,2.11,3
23,2023-08-17 17:42:49,191.78,235.84,4.32,18.13,Cloudy,0.53,0
23,2023-09-08 22:15:58,199.68,227.4093319410265,2.58,15.29,Clear,2.55,2
23,2023-11-04 22:32:24,184.53,239.05,2.05,11.4,Rainy,6.449876692145405,4
23,2023-04-22 15:26:50,197.9,212.68,0.6,23.99,Rainy,3.79,0
23,2023-08-19 16:40:59,120.66,218.32,1.55,16.76,Clear,1.13,0
23,2023-08-24 03:31:29,177.6,211.95,2.04,24.95,Rainy,0.02,0
23,2023-06-03 04:15:05,181.7,231.19,0.37,27.9,Clear,2.44,0
23,2023-06-22 04:38:19,132.69156911307647,236.46,4.41,18.17,Clear,1.19,3
23,2023-04-12 20:35:28,164.89,237.88,0.36,10.3,Cloudy,4.11,0
23,2023-01-21 10:24:40,107.99,218.29,0.94,16.93,Rainy,4.86,0
23,2023-03-17 10:07:28,196.56,232.0700420915476,4.82,16.0,Clear,4.27,2
23,2023-09-09 06:37:31,173.97,220.61,5.955505677277726,28.7,Rainy,1.07,1
23,2023-01-30 01:50:59,66.29,210.3,4.35,21.73,Clear,2.11,0
23,2023-02-02 18:41:07,62.29,227.25,1.97,19.67,Rainy,7.069800816891689,4
23,2023-03-19 23:31:08,194.09,229.65,1.7,16.59,Rainy,2.39,0
23,2023-02-22 05:20:23,88.9,221.29,4.21,27.2,Rainy,6.88852282598225,4
23,2023-02-03 17:26:24,114.06,229.08,4.03,24.76,Clear,4.3733899958169005,4
23,2023-09-27 20:15:53,157.99,212.97,0.75,25.76,Clear,2.79,0
23,2023-01-09 06:13:45,152.77414488780198,215.54,0.15,13.24,Clear,2.26,3
23,2023-01-15 11:23:56,178.66,231.49,4.95,11.57,Cloudy,0.65,0
23,2023-06-05 10:26:40,62.65,226.15,1.33,23.67,Clear,0.66,0
23,2023-10-18 15:14:31,65.48,223.8,1.88,26.58,Cloudy,4.19,0
23,2023-01-22 07:38:20,67.61,234.37,2.82,20.07,Cloudy,0.47,0
23,2023-12-04 23:51:43,160.94,211.79,1.39,11.91,Clear,2.65,0
23,2023-03-26 19:31:46,146.78,236.73,3.67,29.22,Rainy,3.8,0
23,2023-12-31 19:46:36,94.71,226.43,6.396303256407078,21.32,Rainy,2.86,1
23,2023-03-30 15:37:22,40.83046078675606,232.4,0.72,10.52,Clear,2.59,3
23,2023-02-05 00:05:18,55.23,225.46,2.67,11.05,Cloudy,3.56,0
23,2023-09-13 22:38:57,81.54,233.83,1.55,19.56,Clear,4.46,0
23,2023-09-19 11:34:47,170.93,233.46,0.8,10.96,Clear,6.262074927466543,4
23,2023-03-18 23:36:47,170.99401891798396,220.49,2.05,20.52,Clear,3.98,3
23,2023-11-04 19:14:01,191.27,226.2,4.2,20.51,Clear,6.014262257452884,4
23,2023-06-19 01:02:12,157.2567269499172,225.72,2.25,12.23,Clear,3.71,3
23,2023-02-08 12:04:06,78.85,213.79,0.03,23.24,Cloudy,1.35,0
23,2023-12-16 11:56:19,52.52135457917142,219.6,2.5,20.07,Cloudy,1.84,3
23,2023-06-28 13:20:10,114.1,234.68,0.15,27.36,Clear,1.22,0
23,2023-09-13 17:35:36,158.27,222.15,1.47,22.31,Cloudy,3.84,0
23,2023-07-05 02:18:57,117.49,224.0,0.29,28.48,Cloudy,4.23,0
23,2023-10-20 01:37:53,109.7,232.95,1.57,24.61,Clear,2.58,0
23,2023-09-26 23:00:05,119.12,211.7,4.83,26.75,Clear,3.97,0
23,2023-08-23 17:27:52,80.36141947984389,218.69,2.87,26.92,Cloudy,4.67,3
23,2023-11-14 23:40:15,141.11,231.72,1.13,18.15,Cloudy,0.94,0
23,2023-11-11 03:02:49,154.84,235.91,4.39,23.4,Clear,1.74,0
23,2023-11-30 08:22:59,122.45566813461149,235.93,3.13,18.26,Clear,4.6,3
23,2023-01-08 16:17:45,182.37,237.1,1.97,27.19,Clear,2.85,0
23,2023-07-12 00:16:29,55.72,229.08,2.35,15.5,Rainy,4.85,0
23,2023-03-15 07:36:34,58.26,238.38,0.8,17.54,Rainy,6.283061555982441,4
23,2023-12-09 14:44:41,82.34,239.58,3.75,25.8,Rainy,3.958936028528351,4
23,2023-04-30 11:31:43,191.84,218.1,0.73,19.71,Cloudy,4.65,0
23,2023-01-31 04:51:48,109.95208909046616,222.15,3.25,28.74,Clear,0.25,3
23,2023-06-16 08:59:00,69.91,212.56,1.51,14.59,Cloudy,2.74,0
23,2023-07-14 13:30:05,99.09,222.16,4.71,13.11,Cloudy,1.94,0
23,2023-06-24 05:35:01,88.56,226.47,3.68,26.34,Rainy,2.58,0
23,2023-01-05 04:28:45,178.24,233.55,0.79,14.91,Clear,3.36,0
23,2023-04-24 22:53:25,196.22,221.28,1.15,27.38,Rainy,1.0,0
23,2023-03-29 12:49:44,154.61,211.03,0.09,19.03,Cloudy,3.28,0
23,2023-02-23 03:12:45,71.37,232.92,0.64,20.67,Cloudy,1.54,0
23,2023-01-17 02:27:28,162.84,234.12,0.33,13.85,Cloudy,4.46,0
23,2023-03-09 04:04:20,112.34,224.3,0.84,29.9,Clear,4.62,0
23,2023-10-13 00:50:13,50.3,226.52,4.36,18.61,Rainy,5.318041470178867,4
23,2023-01-02 05:56:47,54.32,233.71,2.28,20.62,Rainy,1.28,0
23,2023-07-14 12:21:06,167.62,233.81,2.76,28.09,Cloudy,0.58,0
23,2023-05-02 12:55:36,167.99,226.76,1.16,12.65,Cloudy,1.51,0
23,2023-04-15 01:09:59,178.45,246.6844013237541,3.23,11.81,Clear,4.77,2
23,2023-04-02 01:17:12,141.05,234.09,0.66,23.04,Cloudy,0.16,0
23,2023-08-23 08:09:01,65.27,231.69,0.78,18.87,Clear,1.24,0
23,2023-01-13 14:56:05,113.18,212.32,3.77,11.58,Rainy,4.19,0
23,2023-07-05 05:32:53,149.39,233.87123661659209,4.33,13.72,Cloudy,1.32,2
23,2023-01-20 09:12:13,107.24,239.6,0.81,26.62,Cloudy,3.26,0
23,2023-09-09 11:32:30,52.37,238.35,4.86,28.5,Rainy,2.51,0
23,2023-02-06 10:52:07,83.06,221.74,3.07,17.58,Rainy,7.926726643329555,4
23,2023-12-19 01:27:54,81.41,222.15,4.79,15.0,Rainy,3.836981511555917,4
23,2023-01-20 21:29:31,99.85,221.13,0.5,10.03,Cloudy,2.88,0
23,2023-02-01 23:35:54,95.23,210.53,4.3,21.69,Rainy,0.86,0
23,2023-11-24 11:34:44,179.79,217.61,1.14,27.89,Rainy,0.9,0
23,2023-05-17 11:18:38,181.85,234.09,1.55,10.69,Rainy,2.7385848033087328,4
23,2023-07-01 12:03:12,183.62,222.12,0.16,21.13,Clear,1.04,0
23,2023-05-31 13:37:14,85.27,214.83,3.81,10.01,Clear,2.19,0
23,2023-12-26 02:02:54,63.03,226.57,1.73,10.57,Clear,2.3,0
23,2023-04-26 07:37:52,135.59,233.22015729008768,3.83,17.42,Cloudy,3.75,2
23,2023-07-20 23:43:18,180.39,226.41,0.93,26.45,Rainy,3.92,0
23,2023-01-14 00:47:01,166.2464030375354,212.81,2.96,19.83,Clear,3.35,3
23,2023-09-28 05:07:14,129.84,230.57,1.74,15.98,Clear,1.68,0
23,2023-02-12 17:14:31,55.79,218.54,0.86,19.15,Clear,2.3,0
23,2023-04-30 15:22:40,164.78,225.07,4.593002717054157,14.63,Rainy,4.26,1
23,2023-11-23 17:05:22,197.34,224.28,0.93,17.09,Rainy,0.08,0
23,2023-04-23 15:31:02,74.98,220.06,2.77,12.59,Clear,3.38,0
23,2023-10-20 09:31:30,176.64,227.17,5.675406998994861,12.43,Clear,0.08,1
23,2023-03-30 12:07:20,144.27,224.29,0.51,14.14,Rainy,7.519554404061108,4
23,2023-06-14 23:28:36,194.42,240.0,4.0,15.16,Rainy,1.16,0
23,2023-03-24 01:13:00,88.05,239.6,1.68,24.13,Clear,4.8,0
23,2023-09-08 08:13:13,172.94,227.93,0.84,13.5,Cloudy,2.46,0
23,2023-01-09 15:24:52,192.79,237.13,0.83,15.75,Cloudy,2.94,0
23,2023-11-04 08:55:39,121.61,213.58,1.85,29.09,Clear,4.76,0
23,2023-02-22 16:15:00,133.91,229.06,1.11,24.84,Clear,0.26,0
23,2023-06-13 08:33:10,83.1,210.18,1.93,27.01,Cloudy,4.91,0
23,2023-07-04 14:48:54,150.16,232.35,1.31,20.41,Rainy,3.68,0
23,2023-10-29 09:47:25,124.59,212.66,3.7,14.39,Clear,0.49,0
23,2023-10-27 11:08:53,121.71,212.24,3.15,22.81,Rainy,1.28,0
23,2023-09-09 06:52:31,194.68,234.73,0.55,24.97,Rainy,1.77,0
23,2023-03-26 16:11:12,162.54,234.02,0.76,23.24,Rainy,4.31,0
23,2023-09-20 15:07:57,98.51,212.41,0.14,12.2,Rainy,0.02,0
23,2023-01-19 03:11:24,99.04,218.98,0.55,23.02,Cloudy,4.96,0
23,2023-03-21 17:01:59,185.14,217.59,3.85,28.74,Rainy,4.53,0
23,2023-04-29 07:49:21,182.68,233.59,1.46,11.67,Rainy,2.44,0
23,2023-09-28 10:41:27,58.22,239.95,1.79,29.17,Rainy,3.87,0
23,2023-12-04 06:36:53,111.69,213.55,1.19,23.46,Rainy,4.15,0
23,2023-06-05 06:27:07,196.92,213.96,0.78,10.85,Clear,1.3,0
23,2023-05-03 07:11:53,173.16,215.95,2.74,18.93,Rainy,1.63,0
23,2023-01-09 12:11:26,142.75,225.07,1.67,23.78,Rainy,1.4,0
23,2023-08-10 18:07:17,120.295163663997,238.72,3.64,18.37,Clear,3.74,3
23,2023-06-26 20:44:26,98.88,231.15,2.17,26.37,Clear,6.293279010073299,4
23,2023-06-14 02:48:01,136.22,220.6,2.1,16.96,Rainy,0.73,0
23,2023-07-31 16:22:27,60.27,219.65,2.29,17.24,Cloudy,0.07,0
23,2023-06-21 23:01:35,136.85,214.34,1.06,12.41,Clear,2.6,0
23,2023-03-21 23:25:56,64.27,217.69,2.26,13.35,Clear,2.23,0
23,2023-10-24 03:21:22,101.41,235.82,3.97,29.86,Clear,2.64,0
23,2023-03-05 05:57:31,136.31,238.4,2.0,21.11,Rainy,1.9,0
23,2023-09-20 14:19:27,131.88,212.42,3.92,29.71,Clear,0.33,0
23,2023-11-11 09:52:28,170.16,217.25,0.99,23.87,Rainy,0.22,0
23,2023-10-25 18:30:47,119.49,210.04,2.77,19.24,Rainy,4.58,0
23,2023-02-01 02:30:45,158.04,213.78,1.77,28.63,Rainy,3.63,0
23,2023-11-14 01:24:34,139.14,226.77,1.99,21.7,Rainy,3.86,0
23,2023-07-10 12:08:46,69.13,239.09,1.2,18.95,Clear,0.11,0
23,2023-06-12 14:22:34,132.55,221.46,1.25,29.71,Rainy,2.14,0
23,2023-12-10 03:27:45,112.14,223.89,0.58,17.86,Clear,1.68,0
23,2023-04-01 15:15:47,119.77,248.8679250210002,0.96,22.15,Clear,0.19,2
23,2023-12-25 02:10:31,120.9,212.23,2.72,16.21,Clear,4.96,0
23,2023-11-16 08:56:13,144.65,217.33,0.51,10.81,Cloudy,0.45,0
23,2023-03-08 15:34:26,152.01,235.65,0.78,18.04,Cloudy,1.77,0
23,2023-03-03 06:11:50,146.68,215.48,4.77,24.57,Rainy,7.6121077348601,4
23,2023-07-27 23:48:06,138.16,231.97,3.55,10.43,Rainy,4.99,0
23,2023-04-02 00:55:46,189.21,213.59,2.72,16.29,Clear,4.39,0
23,2023-04-03 04:46:40,154.63,216.71,0.17,15.83,Cloudy,0.19,0
23,2023-09-06 10:44:59,71.2,229.08,3.73,19.36,Rainy,3.0,0
23,2023-02-13 20:48:51,73.38,219.5,3.56,17.3,Cloudy,1.74,0
23,2023-08-08 15:35:42,79.1,227.84,4.05,19.39,Rainy,0.58,0
23,2023-06-24 14:57:33,175.76,212.14,2.36,15.22,Clear,4.68,0
23,2023-08-21 13:21:17,160.63,244.0809867999654,3.34,20.65,Cloudy,0.74,2
23,2023-07-29 04:11:33,104.71142193834102,229.03,0.23,12.84,Clear,2.95,3
23,2023-08-24 20:03:23,63.56792990546781,217.22,3.16,11.18,Cloudy,2.17,3
23,2023-04-01 02:23:56,96.22,234.62,0.28,27.32,Rainy,3.62,0
23,2023-10-16 08:35:37,116.94,237.73,3.51,28.62,Cloudy,2.36,0
23,2023-04-06 06:53:56,117.95,225.92,0.33,28.17,Clear,3.34,0
23,2023-11-01 00:19:04,142.64,237.79,4.97,13.27,Rainy,3.74,0
23,2023-10-15 12:50:59,136.99,223.83,4.89,27.01,Clear,3.48,0
23,2023-07-29 05:46:02,107.4,229.98,2.66,14.99,Clear,2.25,0
23,2023-07-14 22:57:35,81.83,225.01,3.6,10.73,Clear,3.83,0
23,2023-05-27 09:00:38,53.0,225.52,2.87,25.22,Rainy,7.062366337528719,4
23,2023-02-14 05:36:15,59.96,230.81,2.55,16.66,Cloudy,1.17,0
23,2023-07-24 22:33:25,67.96,218.85,2.29,19.55,Rainy,2.91,0
23,2023-10-22 14:52:59,82.38969835734233,237.6,2.48,18.47,Clear,0.24,3
23,2023-04-09 02:22:53,140.43,227.5,4.44,25.26,Rainy,4.34,0
23,2023-09-13 14:35:13,58.91,219.54,1.59,23.14,Clear,2.24,0
23,2023-09-12 00:10:40,166.62,233.508926917629,1.11,15.82,Cloudy,0.91,2
23,2023-12-31 20:36:37,82.53,210.48,3.58,17.99,Cloudy,0.11,0
23,2023-02-14 10:38:10,105.5,256.78798999051065,2.56,29.74,Cloudy,2.7,2
23,2023-03-02 14:43:58,80.27,218.7,3.5,29.74,Cloudy,4.13,0
23,2023-01-17 12:25:13,133.06,212.55,1.82,11.73,Cloudy,1.56,0
23,2023-03-21 01:34:09,88.82,221.66,4.19,13.01,Clear,1.53,0
23,2023-07-29 11:46:13,89.17,218.88,1.8,14.89,Clear,4.71,0
23,2023-12-15 20:20:09,113.02,213.42,2.34,13.69,Clear,1.08,0
23,2023-06-06 03:56:51,92.76,213.74,3.61,25.84,Clear,1.97,0
23,2023-08-22 06:21:16,153.35,221.67,0.82,17.94,Cloudy,2.78,0
23,2023-09-10 22:23:17,56.15,229.63,3.71,27.2,Cloudy,0.51,0
23,2023-11-24 04:10:40,50.01,212.2,4.62,25.31,Rainy,4.18,0
23,2023-01-12 17:23:52,127.55,225.8,1.49,26.86,Rainy,4.15,0
23,2023-06-27 17:32:40,108.83,219.88,3.69,10.52,Clear,4.3,0
23,2023-09-14 05:30:43,116.94,223.24,3.35,22.91,Rainy,1.33,0
23,2023-08-08 09:41:12,191.49,239.59,2.63,21.23,Clear,2.77,0
23,2023-07-01 08:04:19,122.87,238.36,1.22,12.16,Rainy,7.289114942633459,4
23,2023-07-29 15:38:40,162.37,216.12,4.8,25.82,Clear,4.59,0
23,2023-08-19 00:58:28,177.82056511171197,212.53,2.17,22.96,Clear,4.01,3
23,2023-12-14 07:54:40,187.19,216.63,4.33,20.25,Cloudy,2.58,0
