bulb_number,timestamp,power_consumption (Watts),voltage_levels (Volts),current_fluctuations (Amperes),temperature (Celsius),environmental_conditions,current_fluctuations_env (Amperes),fault_type
45,2023-10-04 13:42:56,135.69,214.44,1.64,14.41,Cloudy,4.25,0
45,2023-08-07 17:16:00,175.19,217.2,2.17,23.03,Rainy,0.24,0
45,2023-07-16 00:33:45,182.54,225.33,1.13,17.94,Rainy,6.584349567195599,4
45,2023-05-16 05:36:16,71.42,215.78,0.3,14.51,Rainy,4.09,0
45,2023-07-26 05:32:58,129.06,228.16,0.78,15.57,Rainy,4.59,0
45,2023-09-24 15:11:45,81.57,237.2,3.32,20.06,Cloudy,0.87,0
45,2023-06-23 14:15:48,151.04,236.59,0.8,10.12,Cloudy,3.7,0
45,2023-03-14 18:39:28,140.07,225.09,2.28,19.95,Clear,4.1169951795009645,4
45,2023-01-14 21:15:28,166.36,224.04,4.12,29.64,Rainy,0.86,0
45,2023-01-26 04:00:13,169.02,239.33,3.62,14.92,Clear,8.859668296714204,4
45,2023-08-18 07:00:57,117.4,227.18,8.572332336721468,12.49,Clear,4.63,1
45,2023-03-17 11:55:54,99.58,231.45,2.11,10.55,Clear,4.79,0
45,2023-11-30 04:09:52,71.35,212.25,4.19,10.68,Clear,3.44,0
45,2023-02-04 02:48:35,189.51,222.19,0.34,14.37,Clear,4.74,0
45,2023-05-29 07:10:28,119.81,226.24,0.78,28.36,Cloudy,2.59,0
45,2023-07-22 16:17:57,129.33,227.28,3.84,14.06,Rainy,7.236215095540087,4
45,2023-12-18 23:16:21,65.3719640088153,210.37,0.1,18.58,Clear,0.91,3
45,2023-11-20 05:16:06,198.19,237.88,1.61,16.86,Cloudy,1.46,0
45,2023-08-25 13:28:00,182.33,212.95,2.92,13.73,Rainy,3.79,0
45,2023-11-06 01:32:26,144.7,221.64,0.49,25.35,Clear,0.39,0
45,2023-06-24 12:31:41,91.06,217.61,2.89,20.27,Clear,1.4,0
45,2023-05-07 15:01:42,114.56,223.09,2.87,27.96,Clear,0.71,0
45,2023-09-18 05:51:29,114.1511444773525,210.55,3.49,22.81,Cloudy,3.47,3
45,2023-03-26 03:00:21,61.25827055729986,223.44,0.12,17.63,Cloudy,4.19,3
45,2023-06-08 13:45:16,138.76,217.83,0.67,20.42,Clear,4.893440375556253,4
45,2023-02-03 07:38:42,146.01816943943936,239.94,4.97,24.58,Clear,3.88,3
45,2023-08-26 09:17:30,82.78,234.25,1.35,23.0,Clear,3.65,0
45,2023-07-19 02:18:48,134.64,244.72005661154796,1.46,25.21,Cloudy,4.72,2
45,2023-11-10 11:10:26,68.15,228.59,1.71,18.38,Rainy,0.76,0
45,2023-01-11 05:26:37,143.87,233.62,3.83,29.88,Cloudy,1.06,0
45,2023-08-19 17:47:56,187.12,231.98,3.54,23.68,Clear,2.69,0
45,2023-10-12 22:12:14,106.8,238.3,0.76,13.52,Rainy,4.298155143781317,4
45,2023-10-27 00:48:08,184.1,215.58,0.17,14.88,Cloudy,4.42,0
45,2023-08-01 04:10:26,52.43,213.03,0.12,28.86,Clear,0.68,0
45,2023-08-23 21:35:33,185.06,224.2,1.97,18.53,Clear,2.09,0
45,2023-12-19 13:10:12,101.26,234.32,2.54,29.82,Clear,2.59,0
45,2023-08-08 06:45:49,172.77,232.35,2.01,25.77,Clear,0.77,0
45,2023-10-01 03:26:43,80.5,228.57,3.56,22.88,Rainy,2.55,0
45,2023-08-30 15:47:23,55.95438428379096,221.18,3.02,14.52,Cloudy,3.19,3
45,2023-07-27 17:40:33,64.68,230.37042070148425,1.36,26.21,Cloudy,2.42,2
45,2023-11-24 17:37:37,172.34,218.06,2.84,20.83,Cloudy,4.86,0
45,2023-01-20 09:51:01,88.24,214.36,1.29,21.53,Rainy,1.09,0
45,2023-12-25 03:16:47,101.07,244.5759672835732,0.58,28.91,Clear,2.66,2
45,2023-04-24 05:00:13,104.46,217.37,2.42,19.73,Cloudy,0.28,0
45,2023-06-16 13:37:53,177.11,234.62,2.24,16.74,Rainy,2.49,0
45,2023-10-08 14:19:31,83.22,220.3247011183232,1.77,10.36,Cloudy,0.2,2
45,2023-07-01 04:59:29,169.568630606224,214.31,1.27,19.81,Clear,2.65,3
45,2023-03-05 09:03:42,186.43,216.93,4.71,15.14,Clear,0.01,0
45,2023-12-03 02:24:07,195.78,242.9626873582006,4.39,24.69,Clear,0.9,2
45,2023-05-13 22:20:18,57.66,225.23,1.27,17.23,Rainy,3.79,0
45,2023-05-14 20:16:20,123.53340866044029,223.2,0.23,10.8,Cloudy,3.51,3
45,2023-01-05 12:34:41,177.09,213.67,0.61,22.21,Cloudy,3.29,0
45,2023-07-06 06:22:44,142.47,236.56,1.16,13.45,Cloudy,4.57,0
45,2023-08-17 21:41:12,158.32,231.35,1.68,22.56,Rainy,3.63,0
45,2023-07-08 00:43:20,140.04,232.09,2.95,29.64,Rainy,4.497406952570721,4
45,2023-03-31 12:09:40,63.92100867260712,238.92,2.35,12.41,Clear,0.78,3
45,2023-10-17 21:05:12,83.95,239.6,1.64,15.01,Rainy,3.34,0
45,2023-02-05 20:53:41,151.13,239.04,3.65,12.2,Cloudy,4.93,0
45,2023-08-05 20:32:04,162.54,217.78,1.31,29.2,Rainy,0.96,0
45,2023-10-28 06:31:13,84.14,220.77,3.4,18.59,Clear,1.56,0
45,2023-08-26 04:48:56,90.14,213.75,2.73,15.47,Cloudy,1.66,0
45,2023-07-01 20:22:17,51.17,225.94,3.48,28.55,Clear,5.74808743076428,4
45,2023-08-25 21:48:43,104.17,234.07,4.48,29.23,Cloudy,1.63,0
45,2023-11-24 07:32:28,89.07,223.19,2.77,23.81,Cloudy,3.46,0
45,2023-12-29 00:46:04,42.08200347675257,228.35,0.84,24.23,Clear,4.88,3
45,2023-08-21 15:51:53,154.21,212.32,3.912675072980779,17.1,Rainy,4.67,1
45,2023-12-01 07:58:30,172.07,213.11,3.31,25.58,Rainy,7.010537762119851,4
45,2023-08-30 20:34:33,158.55,224.31,4.33,16.83,Clear,2.13,0
45,2023-06-22 01:40:50,130.98,213.92,2.58,16.48,Cloudy,1.28,0
45,2023-07-03 21:06:27,136.53,219.89,4.28,18.2,Clear,2.07,0
45,2023-08-13 04:24:31,197.29,220.25,0.66,27.53,Cloudy,4.58,0
45,2023-03-06 05:52:09,83.97,236.46,2.47,10.87,Cloudy,2.74,0
45,2023-04-02 04:23:00,177.32,221.9,2.76,12.81,Rainy,4.21,0
45,2023-05-20 23:16:01,66.03,212.83,4.67,27.47,Rainy,2.87,0
45,2023-03-19 02:13:03,65.92,226.38,4.6,22.25,Rainy,5.707492223488506,4
45,2023-03-12 14:49:49,179.82,226.4,4.26,11.13,Rainy,4.844267377307807,4
45,2023-02-15 12:16:53,175.63,239.14,4.65,20.07,Clear,2.55,0
45,2023-11-30 02:17:23,186.23,231.65,0.37,12.57,Cloudy,4.76,0
45,2023-08-22 19:14:12,104.88,215.62,3.68,27.59,Cloudy,1.03,0
45,2023-09-19 01:21:41,87.72,237.0,0.07,28.16,Cloudy,0.2,0
45,2023-02-09 20:50:46,64.31,235.87,1.24,14.49,Clear,4.22,0
45,2023-10-24 05:53:45,131.33,220.52,3.57,26.19,Cloudy,4.31,0
45,2023-11-10 00:19:17,57.26123171735655,227.48,3.39,12.33,Cloudy,3.05,3
45,2023-07-02 17:51:56,101.24,215.16,5.1734382807525545,13.82,Clear,3.95,1
45,2023-08-25 19:41:17,163.67,212.97,2.21,23.97,Rainy,5.067032079077418,4
45,2023-12-15 10:46:22,193.01,221.2,0.0,19.54,Clear,4.51,0
45,2023-02-28 02:52:17,149.75,231.1,3.96,28.16,Rainy,0.62,0
45,2023-03-27 13:57:05,138.53,236.69,3.88,14.98,Rainy,7.252310444959487,4
45,2023-02-26 05:07:21,111.63,215.57,4.43,11.86,Clear,4.97,0
45,2023-08-09 22:53:18,99.3,231.32,0.64,19.76,Cloudy,0.2,0
45,2023-07-07 09:43:23,181.76,223.39,3.71,27.89,Rainy,0.34,0
45,2023-05-07 13:34:15,106.8812974867107,215.69,0.35,22.44,Clear,0.57,3
45,2023-03-18 14:45:58,79.54,215.93,2.61,21.11,Clear,0.02,0
45,2023-01-05 18:47:28,125.12,230.09,3.39,27.0,Cloudy,4.48,0
45,2023-11-29 16:53:21,143.43,224.45,1.02,12.54,Rainy,3.05,0
45,2023-05-07 15:11:47,191.99,218.35,0.5,18.48,Rainy,0.0,0
45,2023-12-13 21:43:13,133.04,211.48,4.65,27.4,Cloudy,0.57,0
45,2023-03-08 06:57:21,72.03,238.6,4.07,28.84,Rainy,1.67,0
45,2023-01-17 04:21:57,66.64,228.46,4.83,12.6,Cloudy,4.09,0
45,2023-07-30 02:59:17,103.94,213.47,2.3,19.77,Clear,0.05,0
45,2023-03-14 16:39:43,121.17,229.42,3.82,11.97,Cloudy,4.38,0
45,2023-07-22 13:21:32,75.16,229.75,2.76,27.6,Cloudy,0.19,0
45,2023-08-12 21:44:36,78.73,213.66,1.64,16.78,Clear,0.44,0
45,2023-10-18 22:37:23,127.15,213.49,3.5602163372637903,10.66,Rainy,4.65,1
45,2023-10-20 07:27:16,92.55,224.47,0.79,18.12,Clear,0.95,0
45,2023-05-21 06:38:29,95.66,237.73,0.74,19.48,Rainy,3.3,0
45,2023-10-09 03:41:24,187.7,237.69,1.24,28.86,Clear,1.66,0
45,2023-07-23 08:05:15,184.24,212.8,0.99,11.58,Clear,1.5,0
45,2023-07-29 03:06:34,181.08,214.78,1.12,14.32,Clear,1.37,0
45,2023-02-22 18:31:14,31.37140969762453,222.72,4.88,18.96,Clear,4.07,3
45,2023-10-02 11:13:42,52.23,244.2722547394674,4.73,21.07,Cloudy,2.64,2
45,2023-06-28 17:14:16,180.63,226.94,2.03,10.74,Cloudy,0.56,0
45,2023-01-25 16:00:51,147.31,228.57,1.2,24.38,Clear,1.4,0
45,2023-11-27 03:38:22,95.75,211.84,2.75,15.75,Clear,4.09,0
45,2023-06-24 11:11:30,170.22,213.85,3.827542845794696,16.42,Clear,2.9,1
45,2023-11-21 11:50:31,102.54,214.2,1.68,19.41,Cloudy,4.92,0
45,2023-11-19 02:51:34,175.69,233.79,2.8,17.2,Cloudy,4.28,0
45,2023-06-22 08:46:47,102.11,227.78,1.29,25.53,Cloudy,2.57,0
45,2023-10-22 00:52:01,184.28,227.07,0.82,29.86,Cloudy,2.51,0
45,2023-07-31 14:05:28,87.61,219.88,0.61,11.48,Rainy,2.25,0
45,2023-06-13 16:00:32,192.78,213.69,4.51,25.93,Clear,4.03,0
45,2023-02-04 20:31:36,156.49,227.76,0.61,21.51,Clear,1.76,0
45,2023-08-18 04:14:37,65.8,234.11,2.73,24.9,Rainy,2.4,0
45,2023-01-04 01:38:48,132.76,231.37,5.355468048512412,26.94,Clear,2.1,1
45,2023-11-26 19:23:09,98.91,231.07,0.22,28.59,Rainy,7.92441669610071,4
45,2023-12-30 03:06:53,98.58,235.28,3.84,19.06,Rainy,0.99,0
45,2023-01-30 05:26:13,76.33,224.65,3.92,24.29,Clear,2.47,0
45,2023-09-12 06:24:11,80.66,217.18,0.29,13.54,Clear,0.06,0
45,2023-12-04 10:34:36,151.17,227.65,4.94,25.26,Rainy,1.23,0
45,2023-11-18 10:09:50,156.18,210.37,4.93,22.29,Cloudy,0.6,0
45,2023-10-18 09:34:11,124.78,238.22,4.25,15.98,Cloudy,1.98,0
45,2023-10-22 22:44:34,178.03,237.0,4.57,28.96,Rainy,2.5,0
45,2023-10-23 00:36:13,179.23,220.41,4.19,16.95,Rainy,6.445394814106176,4
45,2023-02-14 04:26:14,183.94,212.0,4.74,19.24,Clear,2.41,0
45,2023-12-26 22:02:36,144.73594669087066,229.99,4.77,20.93,Clear,2.79,3
45,2023-01-05 16:04:43,188.97,216.26,1.53,22.51,Rainy,4.7,0
45,2023-09-13 01:50:44,134.5,231.98,0.47,20.45,Clear,0.74,0
45,2023-10-27 15:55:51,89.09,214.99,0.83,29.83,Cloudy,1.49,0
45,2023-09-20 18:26:10,134.82,210.6,4.03,23.6,Cloudy,1.14,0
45,2023-02-21 01:46:03,55.41,218.24,3.14,10.3,Rainy,0.38,0
45,2023-10-12 23:29:27,92.68374237574152,215.28,3.16,13.49,Clear,4.97,3
45,2023-06-23 19:38:10,72.25,212.22,2.1,26.18,Clear,2.19,0
45,2023-12-09 16:26:33,71.16,224.66,5.633667316030956,20.04,Clear,1.96,1
45,2023-08-10 11:35:32,170.54,236.59,3.71,17.1,Rainy,2.24,0
45,2023-03-20 14:40:24,146.26,216.59,3.51,23.0,Rainy,3.28,0
45,2023-05-12 23:48:37,100.0,228.05,4.128681039633462,13.79,Rainy,3.84,1
45,2023-11-26 16:25:16,104.96429668960836,218.78,1.18,25.6,Cloudy,3.97,3
45,2023-08-28 08:49:29,178.17,239.23337529276853,4.04,16.92,Cloudy,0.26,2
45,2023-08-15 02:38:00,79.84,223.54,0.82,17.83,Rainy,4.42,0
45,2023-05-27 16:32:07,141.97,214.44,3.63,26.96,Clear,0.83,0
45,2023-03-14 01:22:06,161.61,226.47,3.02,28.78,Cloudy,0.18,0
45,2023-09-30 06:42:46,145.82,212.44,3.95,27.92,Cloudy,0.43,0
45,2023-02-11 02:13:16,53.88,238.67,4.63,28.47,Rainy,8.200290757632567,4
45,2023-09-04 05:05:47,196.53,236.77,0.49,26.25,Clear,3.56,0
45,2023-08-21 10:23:41,70.11,232.14,2.42,27.08,Cloudy,4.09,0
45,2023-09-10 15:10:58,191.35,212.26,3.55,17.54,Cloudy,3.88,0
45,2023-05-03 17:07:58,140.38,224.87,3.017582081082414,22.14,Rainy,2.1,1
45,2023-08-27 06:14:37,198.32,247.20907770330035,2.7,27.37,Cloudy,1.14,2
45,2023-03-07 06:54:38,179.14,213.71,1.18,11.65,Rainy,4.96,0
45,2023-08-27 15:06:31,137.14,224.68,1.69,18.99,Rainy,3.88,0
45,2023-11-16 14:23:52,187.51,213.15,1.5,13.78,Clear,2.18,0
45,2023-08-01 23:42:58,129.57,231.64,4.38,20.84,Rainy,2.44,0
45,2023-07-21 13:21:14,136.36,236.65,3.24,25.75,Cloudy,3.6,0
45,2023-07-24 00:00:35,188.53,252.98222674812095,1.71,27.09,Clear,2.34,2
45,2023-06-28 19:08:38,185.86,230.56,3.59,12.82,Clear,5.293197485792726,4
45,2023-12-21 23:54:26,50.53,235.42,1.85,24.47,Clear,3.85,0
45,2023-01-10 23:14:05,132.21,233.71,3.41,17.2,Clear,4.08,0
45,2023-06-10 18:43:19,145.41,214.81,8.38593438734926,23.52,Rainy,1.42,1
45,2023-08-05 20:12:32,106.1,226.58,1.72,24.49,Rainy,2.91,0
45,2023-04-12 09:21:29,120.54,210.61,3.04,22.45,Clear,3.9069276003240496,4
45,2023-02-22 04:03:12,181.82,226.47,2.18,28.72,Clear,4.06,0
45,2023-03-09 11:48:09,64.62,235.77,0.75,13.5,Cloudy,0.38,0
45,2023-10-05 06:33:39,122.2,229.34,3.77,10.53,Rainy,0.89,0
45,2023-07-12 13:01:41,143.18,225.77,0.26,28.71,Rainy,6.866388913602711,4
45,2023-03-28 20:35:33,130.46,221.23,2.28,21.92,Clear,1.99,0
45,2023-01-30 11:39:13,143.11,223.95,3.29,15.24,Rainy,0.86,0
45,2023-01-22 06:58:29,52.04,228.06,4.9,18.41,Clear,3.0993267927363823,4
45,2023-09-29 05:49:31,126.92,239.78,7.439961675797228,12.03,Rainy,4.08,1
45,2023-07-02 03:11:20,171.4,235.61,0.04,14.75,Rainy,0.28,0
45,2023-05-08 22:41:51,124.84,210.8,3.13,21.17,Cloudy,1.9,0
45,2023-11-02 16:19:58,95.99602646576297,239.7,0.84,24.62,Clear,3.23,3
45,2023-08-04 23:35:41,101.86,231.29910206376636,3.25,28.25,Cloudy,4.88,2
45,2023-10-18 01:21:59,113.84,220.47,4.05,15.11,Rainy,5.605163160889569,4
45,2023-02-05 12:48:18,181.36,218.48,3.43,21.77,Rainy,1.64,0
45,2023-12-12 22:05:48,70.25967171366626,234.11,2.55,22.23,Clear,4.81,3
45,2023-05-31 01:56:32,172.14,229.16,2.97,11.09,Cloudy,4.56,0
45,2023-06-21 04:13:44,84.29,224.2,3.76,20.45,Cloudy,0.02,0
45,2023-03-26 08:28:59,162.9372532672948,210.61,0.45,14.48,Clear,2.99,3
45,2023-02-21 15:00:28,188.4,229.54,3.71,24.24,Clear,3.43,0
45,2023-02-14 00:16:52,171.86,220.2,1.11,16.95,Cloudy,0.24,0
45,2023-01-07 14:05:30,169.69785403236847,232.19,1.07,15.12,Clear,4.96,3
45,2023-02-24 14:04:43,113.85,216.2,0.2,23.39,Cloudy,3.9,0
45,2023-07-24 05:34:59,66.16,210.07,1.79,23.35,Rainy,4.62,0
45,2023-12-05 23:53:43,181.93,230.66,4.07,17.12,Clear,1.23,0
45,2023-08-26 07:14:34,68.63,215.45,8.21982216009452,28.6,Rainy,0.23,1
45,2023-11-29 20:08:57,77.05769129640487,229.55,1.64,15.61,Clear,4.05,3
45,2023-12-03 02:58:34,61.061332548397495,217.06,2.1,24.13,Clear,0.84,3
45,2023-08-03 20:31:17,152.15385054370998,217.02,0.24,28.14,Clear,3.94,3
45,2023-03-29 11:27:05,63.1,236.98,1.53,14.23,Clear,2.44,0
45,2023-01-08 05:23:23,188.42,239.84,3.07,29.11,Clear,2.27,0
45,2023-09-13 20:34:01,54.45,218.27,1.51,25.65,Clear,0.62,0
45,2023-01-26 00:34:59,76.24,228.43,0.65,19.91,Clear,0.18,0
45,2023-09-05 11:26:34,138.25319336100011,237.25,4.37,11.47,Clear,2.96,3
45,2023-01-07 23:49:02,58.03,228.31,2.86,11.88,Rainy,4.749956982680878,4
45,2023-01-13 10:09:29,101.37,220.0,6.208851466738253,17.07,Rainy,1.65,1
45,2023-12-11 14:36:21,168.56,229.8,1.71,19.04,Rainy,3.97,0
45,2023-02-05 07:55:29,101.63,224.2,0.1,28.37,Rainy,1.86,0
45,2023-01-30 00:42:49,94.47,228.27,2.63,18.02,Cloudy,4.61,0
45,2023-05-31 11:54:29,104.45,239.95,3.95,28.07,Clear,1.41,0
45,2023-04-02 17:44:04,60.54,222.58,4.092806328823838,11.21,Rainy,0.36,1
45,2023-02-25 11:13:53,85.30014045628248,238.06,3.29,17.97,Clear,4.0,3
45,2023-04-20 15:34:56,112.62,214.33,7.9548597001545565,22.48,Clear,2.2,1
45,2023-08-03 03:29:09,164.76,215.38,2.09,11.26,Clear,0.4,0
45,2023-11-24 04:32:38,128.94,221.42,3.6,29.73,Clear,4.3,0
45,2023-12-11 15:20:53,116.28,221.34,2.93,11.83,Clear,9.882978251685374,4
45,2023-05-21 17:59:51,161.39541660736666,229.87,2.52,24.13,Clear,1.57,3
45,2023-03-14 19:34:00,42.35694936118874,234.1,4.34,13.4,Cloudy,2.39,3
45,2023-01-14 20:26:37,193.89,234.34,4.7,28.74,Cloudy,4.9,0
45,2023-08-12 18:29:49,112.01,218.61,3.16,13.78,Cloudy,2.79,0
45,2023-02-16 09:58:49,136.89,234.19,1.81,22.04,Clear,7.785250817123829,4
45,2023-05-22 01:08:22,135.76,247.32477854089143,1.25,12.07,Clear,3.41,2
45,2023-05-12 05:42:09,107.24,237.9,2.04,29.07,Rainy,3.558931265033685,4
45,2023-01-12 09:15:56,153.94,213.78,1.94,27.03,Rainy,3.81,0
45,2023-03-20 20:13:55,92.32,220.69,2.53,24.63,Clear,0.76,0
45,2023-12-29 19:37:57,129.15,212.2,1.99,13.82,Rainy,1.55,0
45,2023-11-18 04:27:52,99.72,233.1,1.33,23.28,Rainy,7.0826771609026045,4
45,2023-05-01 03:48:42,98.24,239.84,1.48,21.59,Clear,3.16,0
45,2023-03-20 06:27:17,130.73,235.77,0.56,21.95,Cloudy,2.53,0
45,2023-09-22 04:37:11,112.58,220.39,0.76,23.0,Cloudy,0.59,0
45,2023-04-03 18:19:59,174.39,223.43,3.03,11.56,Clear,0.47,0
45,2023-03-28 07:57:09,85.39,233.39,2.43,16.22,Clear,6.825731391329995,4
45,2023-05-21 13:11:07,88.92,233.3,0.14,14.41,Rainy,7.355106247642134,4
45,2023-02-09 07:03:29,89.88,216.39,4.87,20.49,Rainy,0.31,0
45,2023-07-15 21:04:22,91.47,226.01,0.36,23.85,Clear,2.61,0
45,2023-01-11 17:51:06,156.46,220.25,2.1,28.56,Rainy,3.168544435404284,4
45,2023-09-22 17:34:29,197.33,210.22,4.44,26.52,Cloudy,2.44,0
45,2023-01-18 00:14:27,155.8,213.15,3.82,25.68,Clear,0.26,0
45,2023-06-17 04:46:49,124.59,238.44,4.76,29.69,Rainy,5.703347011382072,4
45,2023-06-01 23:26:50,111.93,231.81,5.710646964147731,26.2,Clear,4.31,1
45,2023-01-07 21:49:45,101.32,232.24,0.36,16.7,Clear,3.83,0
45,2023-10-26 11:17:39,169.22,219.56,4.8,15.47,Rainy,3.3,0
45,2023-05-24 18:13:09,181.84,226.54,2.06,14.23,Cloudy,0.98,0
45,2023-09-20 08:17:37,73.84,223.29,2.74,26.78,Rainy,1.09,0
45,2023-04-23 19:13:29,163.28,230.82,3.17,16.79,Cloudy,1.59,0
45,2023-04-22 16:23:13,153.80574702747575,218.24,1.65,29.3,Clear,4.99,3
45,2023-02-10 23:48:18,153.01,226.07,2.3,15.51,Rainy,2.54,0
45,2023-01-09 06:07:31,118.49,222.04,4.25,15.41,Rainy,7.582644995542688,4
45,2023-05-26 18:04:14,174.24968542348233,228.08,2.6,26.81,Clear,0.94,3
45,2023-12-28 16:30:50,59.63,229.8,6.350077067818786,11.26,Clear,4.24,1
45,2023-11-24 10:01:19,61.412698770256654,235.09,0.62,23.48,Clear,1.47,3
45,2023-05-16 13:28:18,147.52,213.2,2.87,28.49,Clear,4.26,0
