bulb_number,timestamp,power_consumption (Watts),voltage_levels (Volts),current_fluctuations (Amperes),temperature (Celsius),environmental_conditions,current_fluctuations_env (Amperes),fault_type
88,2023-01-28 19:28:17,123.65912379681104,215.92,1.42,23.96,Clear,0.43,3
88,2023-10-13 05:57:57,140.15,213.51,1.54,13.89,Clear,3.7,0
88,2023-09-02 21:17:00,184.56,234.59,2.32,14.6,Clear,3.0,0
88,2023-04-22 16:50:26,101.33,211.38,2.3,20.27,Rainy,7.98225284805242,4
88,2023-08-29 02:54:53,88.34,225.95,1.0,24.99,Clear,2.78,0
88,2023-07-22 20:59:49,65.74,226.44,1.43,13.84,Cloudy,0.43,0
88,2023-02-19 10:45:45,187.59,233.93,9.032899161691098,11.39,Rainy,4.95,1
88,2023-08-04 12:50:03,160.6,237.64,4.25,24.28,Rainy,2.01,0
88,2023-03-22 22:27:14,146.72,232.33,1.55,18.96,Rainy,4.94,0
88,2023-07-21 23:59:34,156.39,244.0018611424712,0.51,19.75,Cloudy,0.3,2
88,2023-12-25 01:09:05,61.33,231.55,1.84,11.02,Clear,0.99,0
88,2023-04-09 10:52:42,123.66803806308168,231.3,3.54,22.36,Clear,2.2,3
88,2023-12-16 04:48:50,40.45774654987342,217.58,3.42,21.52,Clear,3.73,3
88,2023-11-15 07:14:46,147.15,227.51524528700864,0.9,29.95,Cloudy,3.92,2
88,2023-12-08 11:17:00,128.99,234.53,1.77,11.82,Clear,4.02,0
88,2023-11-02 16:51:00,120.34,237.01,2.33,20.6,Rainy,6.163673000612057,4
88,2023-12-12 09:34:02,62.99,217.85,4.42,27.09,Rainy,0.6,0
88,2023-08-14 12:16:28,195.92,217.47,4.04,24.97,Cloudy,4.23,0
88,2023-08-19 02:31:59,183.67,216.12,2.96,11.63,Clear,0.43,0
88,2023-01-07 14:07:13,153.28,227.93,3.39,10.04,Rainy,0.45,0
88,2023-03-12 03:41:21,64.32,216.36,2.47,21.69,Rainy,2.67,0
88,2023-02-21 11:22:53,105.32,225.86,2.1,23.88,Clear,4.37,0
88,2023-06-03 04:15:27,132.57,229.04,3.94,25.58,Rainy,4.12,0
88,2023-11-05 11:10:31,78.84915647720968,216.8,3.96,24.87,Clear,0.85,3
88,2023-01-25 09:26:06,65.12,218.34,3.54,27.36,Cloudy,4.98,0
88,2023-08-30 09:43:05,177.97,239.46,0.73,17.33,Rainy,3.8775679538939,4
88,2023-08-10 14:55:04,66.45,235.88,0.29,18.46,Clear,0.59,0
88,2023-10-14 09:35:55,117.84,217.88,3.36,28.05,Cloudy,0.49,0
88,2023-05-10 13:08:44,54.17,224.01,0.33,12.79,Rainy,3.32,0
88,2023-12-19 16:04:36,165.89,243.4259463017411,3.18,28.23,Clear,2.38,2
88,2023-05-03 01:15:18,54.76,215.25,1.5,23.19,Rainy,4.286630142837008,4
88,2023-04-03 08:05:19,122.27,213.62,3.44,17.96,Cloudy,4.32,0
88,2023-05-03 19:25:41,58.18,214.57,2.69,28.04,Rainy,6.622498649622328,4
88,2023-11-20 20:26:41,81.12,233.28,1.54,25.81,Rainy,3.89,0
88,2023-02-27 15:07:01,136.85,233.32,3.65,23.38,Cloudy,3.33,0
88,2023-04-07 22:58:34,163.56,216.04,1.35,13.77,Rainy,0.73,0
88,2023-05-14 16:30:57,171.51,239.23,0.17,22.9,Rainy,2.77,0
88,2023-06-14 08:11:43,75.59,218.86,0.56,22.61,Clear,8.646082115425667,4
88,2023-03-16 18:04:09,65.18082360018356,210.93,2.58,21.51,Cloudy,1.08,3
88,2023-11-04 09:46:14,182.57,219.0,2.53,19.39,Rainy,4.74,0
88,2023-08-13 00:26:34,94.4045658732184,237.36,1.73,28.24,Clear,0.01,3
88,2023-10-25 21:12:28,107.91,235.95,4.2,15.87,Rainy,2.53,0
88,2023-07-05 16:27:07,131.9,239.51,1.72,29.08,Clear,2.52,0
88,2023-03-18 11:23:26,148.14,230.28,2.94,22.6,Rainy,4.49,0
88,2023-09-12 19:30:32,112.49,230.02,5.671872757706381,24.44,Rainy,4.95,1
89,2023-02-07 20:19:54,65.17,229.36,6.078958708113538,17.88,Rainy,1.97,1
89,2023-05-01 17:52:53,58.01,233.14359065177163,0.37,28.23,Clear,0.28,2
89,2023-05-22 20:12:14,102.82,228.8,2.62,19.91,Rainy,4.084606663824731,4
89,2023-01-21 07:54:52,82.29620047165592,231.36,2.11,26.63,Clear,1.02,3
89,2023-10-13 08:21:41,186.03,213.76,4.72,18.58,Cloudy,2.07,0
89,2023-05-26 07:08:04,48.78661007290248,236.74,3.27,27.24,Clear,3.55,3
89,2023-01-27 21:13:35,119.17,235.47,2.37,13.03,Rainy,6.249441033881804,4
89,2023-06-07 10:44:48,53.91,225.17,1.67,17.87,Clear,5.605320864819743,4
89,2023-01-13 06:25:12,191.64,220.54,2.29,23.94,Cloudy,2.34,0
89,2023-01-06 07:25:12,131.49,226.8,3.21,18.48,Cloudy,0.74,0
89,2023-12-25 14:33:52,108.5,235.86,1.47,21.43,Clear,0.42,0
89,2023-03-17 08:31:27,156.14,221.81,0.9,25.72,Cloudy,4.91,0
89,2023-02-18 12:49:39,92.78,212.85,3.5573039818447985,24.98,Rainy,1.3,1
89,2023-10-16 15:51:04,166.36,233.98297704164167,2.28,29.31,Clear,3.1,2
89,2023-05-21 08:08:09,80.06,224.69,3.96,13.19,Rainy,2.63,0
89,2023-12-22 20:23:03,150.93,213.22,3.68,27.02,Cloudy,3.5,0
89,2023-10-06 20:47:54,70.53,217.73,0.95,27.74,Cloudy,3.26,0
89,2023-12-28 19:34:11,128.33,225.52,3.83,18.34,Clear,1.18,0
89,2023-01-22 22:03:11,144.71,236.06,2.36,17.22,Cloudy,0.08,0
89,2023-12-07 22:19:44,198.83,220.45,4.38,20.65,Clear,0.21,0
89,2023-09-02 20:18:31,103.16,217.26,2.0,18.19,Clear,3.17,0
89,2023-10-09 23:58:14,144.84,231.71,4.39,20.97,Cloudy,1.4,0
89,2023-01-26 17:36:33,187.89,235.1,2.02,18.51,Clear,2.23,0
89,2023-12-25 13:30:23,110.4,238.09,1.03,23.56,Rainy,0.82,0
89,2023-03-30 06:54:49,54.82,212.65,0.18,26.26,Rainy,4.96,0
89,2023-06-06 20:17:05,191.61,210.57,4.07,16.7,Cloudy,0.42,0
89,2023-08-19 19:42:55,110.16,225.61,2.29,12.13,Cloudy,4.69,0
89,2023-04-28 14:46:17,187.18,230.89,1.38,23.24,Rainy,3.823331586188057,4
89,2023-03-06 12:04:09,191.11,210.73,1.58,19.65,Rainy,8.829739784700923,4
89,2023-05-28 19:15:15,151.41,220.8,4.9,10.48,Clear,4.82,0
89,2023-01-09 01:13:57,192.07,221.83,0.97,25.99,Cloudy,3.39,0
89,2023-09-22 05:21:07,145.87,234.42,1.09,13.58,Cloudy,4.54,0
89,2023-03-12 06:16:15,99.02447501826649,230.61,1.43,20.0,Cloudy,1.17,3
89,2023-01-29 03:03:04,73.76,214.46,3.42,18.0,Rainy,4.3,0
89,2023-02-10 20:08:37,101.71,234.5372366519657,1.09,25.94,Clear,4.7,2
89,2023-05-03 02:41:33,114.47,219.45,0.02,25.79,Clear,1.78,0
89,2023-07-27 23:04:45,170.72990285670193,213.75,3.68,28.05,Clear,3.27,3
89,2023-10-29 14:21:48,109.69,223.15,3.18,19.25,Rainy,8.321946373199271,4
89,2023-11-09 18:18:44,184.36,217.86,3.33,29.36,Clear,4.88,0
89,2023-06-17 16:00:05,103.86,221.04,0.78,11.7,Cloudy,1.3,0
89,2023-09-22 05:14:35,127.37,229.06,0.43,22.53,Clear,1.94,0
89,2023-09-18 05:54:32,63.9,210.7,4.22,26.64,Rainy,4.52,0
89,2023-12-23 10:22:09,183.93,239.26,1.46,16.78,Cloudy,3.19,0
89,2023-04-09 22:18:35,110.88,228.53,1.35,26.9,Cloudy,3.3,0
89,2023-10-28 13:15:17,133.17,229.47,0.45,20.26,Cloudy,4.4,0
89,2023-02-01 00:58:45,135.39,215.95,0.31,27.83,Cloudy,4.58,0
89,2023-04-06 04:03:45,189.24,232.8,1.61,21.88,Rainy,2.38,0
89,2023-08-03 00:58:20,177.51,228.27,3.46,19.65,Rainy,3.35,0
89,2023-07-03 14:00:06,127.94,236.92,1.23,21.25,Rainy,0.45,0
89,2023-09-08 01:26:00,78.61,221.73,2.72,21.32,Rainy,0.15,0
89,2023-07-07 01:43:52,153.85,234.78,0.79,22.43,Rainy,4.62,0
89,2023-03-18 03:03:27,139.92,227.77632223376116,0.5,14.05,Cloudy,1.51,2
89,2023-04-14 13:23:09,127.14,229.7,0.83,21.01,Cloudy,3.22,0
89,2023-12-15 16:03:42,109.51,224.38,3.73,26.34,Cloudy,2.07,0
89,2023-12-27 06:14:39,90.44,225.79,6.92898890700007,21.9,Clear,1.79,1
89,2023-04-17 02:40:01,135.19,242.32667878346817,1.24,19.91,Cloudy,4.54,2
89,2023-04-30 16:59:21,66.88,225.63,0.94,28.28,Cloudy,2.65,0
89,2023-01-09 12:39:20,160.07,211.82,2.03,21.93,Clear,0.56,0
89,2023-09-14 21:30:00,58.87,237.5,0.57,20.45,Cloudy,4.72,0
89,2023-02-03 22:56:00,52.0,235.61,1.04,28.65,Cloudy,2.48,0
89,2023-01-04 17:17:13,71.84,225.41,3.15,22.27,Clear,3.69,0
89,2023-08-01 16:58:38,198.55,239.7190928719789,3.11,11.27,Cloudy,2.61,2
89,2023-01-16 22:58:50,117.48,232.98,1.94,29.09,Clear,1.93,0
89,2023-01-10 06:10:29,158.48601230051665,233.56,0.75,26.94,Clear,3.53,3
89,2023-09-25 21:18:10,87.08,220.03,0.05,21.84,Rainy,3.39,0
89,2023-12-24 17:54:13,84.02482638014887,219.8,3.68,16.4,Clear,0.46,3
89,2023-06-15 12:57:20,168.64,227.89,3.51,25.58,Rainy,4.66,0
89,2023-06-20 10:44:54,171.92,223.3,1.43,10.2,Rainy,1.9,0
89,2023-04-30 10:04:54,81.2,229.64,1.95,26.07,Cloudy,4.98,0
89,2023-09-25 22:47:06,168.33,233.09,2.31,17.8,Cloudy,0.49,0
89,2023-01-24 21:57:38,141.21,219.56,2.44,20.45,Clear,2.68,0
89,2023-02-21 13:46:46,107.93,221.54,0.49,17.48,Rainy,3.94,0
89,2023-08-20 18:15:38,98.96,223.49,2.27,25.29,Clear,1.84,0
89,2023-10-17 22:21:40,59.01096377244454,211.04,3.81,19.06,Cloudy,2.22,3
89,2023-10-12 20:07:11,57.92,232.23,3.88,28.83,Cloudy,2.14,0
89,2023-05-15 06:26:13,72.71,222.14,1.93,20.87,Clear,0.91,0
89,2023-04-28 11:34:47,103.78,237.97,4.21,12.39,Clear,0.22,0
89,2023-06-15 19:39:14,136.41,235.89,2.74,16.58,Clear,4.94,0
89,2023-03-13 23:41:46,50.07,212.47,0.22,11.86,Clear,2.62,0
89,2023-01-28 13:31:05,92.91,238.74,3.92,14.09,Cloudy,1.77,0
89,2023-09-18 01:01:32,180.47,215.15,3.51,21.26,Cloudy,2.76,0
89,2023-01-19 17:15:32,144.24,221.12,3.14,25.08,Cloudy,2.62,0
89,2023-06-28 22:32:13,116.87,212.43,0.1,16.13,Rainy,0.15,0
89,2023-04-14 15:57:06,193.75,210.51,4.76,23.36,Cloudy,0.53,0
89,2023-09-07 20:00:36,88.14,239.34,0.02,10.46,Rainy,7.904612149707603,4
89,2023-05-27 14:29:28,49.80067757154875,234.33,2.05,18.79,Cloudy,4.26,3
89,2023-06-20 10:11:52,182.47,233.21,0.99,17.96,Rainy,2.91,0
89,2023-05-23 15:58:42,84.69,217.88,2.58,21.9,Rainy,1.82,0
89,2023-02-25 16:14:41,193.6,214.84,1.68,25.4,Cloudy,3.11,0
89,2023-10-27 09:00:17,66.81,218.49,2.46,19.04,Cloudy,1.95,0
89,2023-08-20 21:43:47,39.91858871573348,217.49,0.99,10.74,Clear,1.94,3
89,2023-09-28 14:15:19,63.84,238.18,3.1,20.02,Cloudy,1.22,0
89,2023-07-31 03:46:47,88.69,219.84,0.38,23.67,Clear,1.43,0
89,2023-07-01 18:27:06,189.36,220.29,4.11,14.49,Cloudy,4.9,0
89,2023-02-22 14:46:57,103.36,249.3799034323702,4.11,14.08,Clear,4.59,2
89,2023-12-17 18:24:33,78.59,226.52,4.38,17.97,Cloudy,0.83,0
89,2023-02-10 00:10:07,54.52,232.79,3.32,20.56,Rainy,0.84,0
89,2023-05-20 00:27:32,79.96,228.71,4.99,12.69,Clear,4.71,0
89,2023-06-04 03:01:59,179.15190187490694,236.27,2.68,19.21,Clear,0.35,3
89,2023-11-14 11:23:00,78.84,224.51,2.31,16.73,Cloudy,3.69,0
89,2023-10-27 11:14:29,60.97,235.27,0.14,28.48,Clear,3.73,0
89,2023-10-11 21:59:30,144.42,214.66,1.54,19.78,Cloudy,3.83,0
89,2023-04-10 17:38:43,80.94,235.07,4.01,22.39,Cloudy,3.4,0
89,2023-05-18 20:56:13,82.17,218.32,3.49,11.16,Cloudy,2.4,0
89,2023-02-23 02:52:59,122.62,219.75,2.15,28.82,Cloudy,4.42,0
89,2023-04-11 19:27:55,84.85,238.92,2.75,11.72,Clear,2.34,0
89,2023-11-21 02:12:40,109.72,238.72,3.49,25.62,Cloudy,3.38,0
89,2023-02-18 08:59:06,109.02,214.21,2.36,17.29,Rainy,0.33,0
89,2023-09-10 19:34:00,107.66,239.6174129961792,2.85,29.9,Cloudy,1.91,2
89,2023-07-01 06:58:06,141.82,230.37,2.9163312282138145,10.81,Rainy,1.29,1
89,2023-08-05 02:31:37,184.43,237.11,3.0,27.78,Cloudy,0.41,0
89,2023-05-19 21:25:52,100.21,218.17,0.48,21.61,Rainy,6.302409719532164,4
89,2023-07-20 10:45:03,185.88,226.05,5.287347718009132,10.05,Rainy,2.25,1
89,2023-06-20 00:35:26,127.68,228.31,3.45,23.59,Rainy,1.41,0
89,2023-01-29 17:07:44,128.6,227.2,4.23,16.22,Cloudy,0.78,0
89,2023-12-08 05:14:02,149.66,232.88,4.81,19.32,Clear,3.68,0
89,2023-07-11 03:47:01,125.68,214.03,4.59,22.51,Clear,0.15,0
89,2023-03-05 00:32:09,101.07504775212976,216.93,4.44,19.5,Cloudy,2.32,3
89,2023-07-27 20:55:08,56.7,218.43,2.78,16.53,Cloudy,0.28,0
89,2023-02-14 15:17:36,167.52,226.71,0.96,21.05,Rainy,3.46,0
89,2023-06-22 21:30:11,128.02845223023343,229.25,0.79,10.67,Cloudy,0.76,3
89,2023-01-21 00:52:50,135.47,230.12,2.26,29.02,Rainy,2.12,0
89,2023-01-14 13:57:25,100.42151738830566,227.12,3.28,10.37,Cloudy,2.66,3
89,2023-07-18 03:23:30,93.42,220.46,2.49,16.99,Clear,0.88,0
89,2023-06-16 03:56:43,126.71306748236476,238.64,2.0,19.66,Clear,0.39,3
89,2023-08-31 07:11:59,125.24,216.68,4.88,10.55,Rainy,4.33,0
89,2023-02-08 16:07:22,138.95,221.24,1.68,10.85,Rainy,4.4441246764743445,4
89,2023-08-07 01:03:21,177.18,234.04,2.8,15.56,Rainy,1.92,0
89,2023-09-26 11:42:10,52.83,233.06,4.36,13.36,Rainy,8.207789594409011,4
89,2023-09-27 10:37:17,191.47,217.13,3.72,21.79,Clear,4.84,0
89,2023-04-26 21:09:28,125.03236323054966,224.35,3.45,29.94,Clear,3.97,3
89,2023-05-14 04:55:12,194.5,234.2,1.07,26.19,Clear,0.4,0
89,2023-04-14 07:01:31,107.61,252.31841483870804,2.55,20.61,Cloudy,3.64,2
89,2023-07-26 18:29:49,56.73,216.3,3.93,17.3,Clear,0.62,0
89,2023-07-30 14:32:49,145.06,225.62,2.24,14.63,Clear,3.74,0
89,2023-01-31 19:06:12,133.85,239.49,4.31,14.76,Clear,2.66,0
89,2023-08-11 01:43:46,129.37,214.42,4.06,16.72,Cloudy,0.71,0
89,2023-09-07 09:34:28,86.24,239.17,2.82,10.42,Clear,2.64,0
89,2023-11-13 19:06:07,196.68,212.74,1.9,17.98,Rainy,0.76,0
89,2023-01-27 16:06:32,114.0,213.26,3.47,28.56,Clear,6.995480077110779,4
89,2023-09-15 22:18:37,133.46,211.03,0.83,12.04,Cloudy,3.53,0
89,2023-12-08 08:17:50,159.69,221.96,4.15,27.55,Rainy,5.8656927382348005,4
89,2023-02-13 21:49:09,154.7936723804108,222.28,1.86,29.54,Cloudy,2.06,3
89,2023-01-25 14:50:15,140.99,236.24,3.11,27.77,Rainy,4.01,0
89,2023-11-05 13:37:49,183.51,233.35,3.01,11.14,Clear,1.8,0
89,2023-04-15 10:41:32,57.51,237.61,4.73,13.07,Clear,3.12,0
89,2023-01-25 12:38:13,173.82,212.38,4.84,22.21,Cloudy,1.83,0
89,2023-06-16 20:40:01,134.36,226.96,0.59,21.4,Rainy,3.35,0
89,2023-06-04 04:29:53,64.71103773187241,210.87,2.54,11.68,Clear,1.31,3
89,2023-08-09 02:12:23,57.2,237.48,1.81,19.14,Clear,2.79,0
89,2023-04-13 16:09:47,126.84,216.41,0.73,13.56,Rainy,1.85,0
89,2023-05-22 15:20:30,156.85,229.95,3.04,13.32,Rainy,3.0097027717201543,4
89,2023-05-14 05:32:45,169.34,233.7,3.4,28.0,Rainy,0.24,0
89,2023-07-29 12:04:17,147.42,234.78,2.6,18.25,Cloudy,3.41,0
89,2023-10-11 11:16:33,156.57,230.36,4.8,29.35,Rainy,3.15,0
89,2023-04-05 10:21:46,194.75,237.82,1.14,24.6,Clear,1.61,0
89,2023-07-22 14:14:00,169.8,219.0,1.15,29.43,Cloudy,1.36,0
89,2023-04-27 18:37:36,155.45,211.65,2.5,20.32,Clear,3.77,0
89,2023-06-27 07:47:38,152.66,229.07,1.42,18.66,Rainy,2.98,0
89,2023-09-02 15:52:51,109.22,236.45,4.56,20.18,Clear,0.59,0
89,2023-04-19 23:51:31,86.17,251.8289942342638,3.99,24.46,Clear,1.88,2
89,2023-06-22 05:23:42,133.66,226.93,3.02,21.48,Clear,4.13186410441335,4
89,2023-12-06 01:11:43,195.61,212.76,4.09,13.94,Rainy,4.77,0
89,2023-11-06 19:15:04,124.9,220.14,4.59,16.81,Cloudy,2.64,0
89,2023-07-01 04:04:49,169.97,232.42,4.48,17.35,Clear,4.3236741404339245,4
89,2023-02-23 18:41:39,152.43,217.86,3.39,13.39,Clear,4.97,0
89,2023-02-25 00:37:44,132.24,212.33,0.59,21.81,Rainy,6.021097502295806,4
89,2023-10-13 18:56:12,140.86,225.3351713698416,0.61,15.83,Clear,4.12,2
89,2023-08-18 23:48:13,141.93095641560947,227.36,1.71,12.52,Clear,3.64,3
89,2023-05-24 08:41:52,141.19,223.37,3.45,11.11,Cloudy,0.24,0
89,2023-11-26 04:40:35,89.43,234.01,2.13,29.54,Rainy,3.9,0
89,2023-12-24 05:13:25,141.8,217.72,1.32,16.81,Rainy,4.24,0
89,2023-09-15 18:03:28,169.79,232.05,5.627991471628984,17.39,Clear,3.68,1
89,2023-04-13 00:30:44,166.37,214.55,3.13,11.97,Cloudy,2.78,0
89,2023-04-11 17:13:06,64.79,236.89,2.02,22.68,Cloudy,1.71,0
89,2023-11-24 08:46:36,131.52,231.58,1.71,14.25,Clear,3.47,0
89,2023-09-10 04:41:44,69.28,234.73,2.78,12.88,Cloudy,2.33,0
89,2023-09-04 10:36:43,103.49,214.72,0.19,18.95,Rainy,7.924011868888368,4
89,2023-06-23 07:52:41,99.95,219.13,2.65,21.35,Rainy,0.71,0
89,2023-02-17 17:42:28,61.27,215.34,3.07,17.82,Rainy,4.814315621337003,4
89,2023-09-27 18:18:23,145.1,235.05,1.53,21.35,Cloudy,3.53,0
89,2023-03-15 03:04:42,187.96,211.57,4.59,13.77,Clear,2.03,0
89,2023-06-16 18:20:13,68.89,236.47,1.38,22.12,Cloudy,2.36,0
89,2023-03-18 13:18:49,181.53,211.2,2.07,15.12,Cloudy,1.29,0
89,2023-12-28 21:51:06,129.75,217.18,2.61,12.7,Cloudy,4.62,0
89,2023-09-22 08:32:25,173.33,212.64,4.06,25.39,Cloudy,0.35,0
89,2023-07-21 22:18:37,124.15,214.59,0.28,23.44,Rainy,2.3,0
89,2023-08-12 06:23:35,135.99,214.32,2.11,12.56,Rainy,2.52,0
89,2023-11-05 14:34:48,110.9,239.51,0.1,15.93,Clear,3.06,0
89,2023-05-29 07:50:33,143.28,226.68,4.29,24.93,Clear,4.66,0
89,2023-07-27 11:46:08,151.6,217.89,2.84,25.24,Clear,4.15,0
89,2023-11-19 00:22:37,63.43,223.35,1.16,26.56,Clear,0.35,0
89,2023-11-04 21:29:30,104.52,213.58,6.843058054422023,10.18,Rainy,4.19,1
89,2023-01-25 14:57:51,111.82,221.12,1.61,16.21,Cloudy,4.74,0
89,2023-09-10 14:01:54,119.04,212.63,2.32,24.55,Cloudy,2.89,0
89,2023-01-03 20:41:19,175.65,238.774514054567,4.42,23.46,Clear,2.75,2
89,2023-02-25 12:28:58,62.25,217.63,1.87,22.27,Clear,0.79,0
89,2023-04-09 03:09:05,198.29,238.37,2.18,27.91,Clear,4.36,0
89,2023-09-13 12:57:50,105.4,226.31,0.21,20.22,Cloudy,2.55,0
89,2023-06-18 20:52:31,175.15,212.21,3.02,26.52,Rainy,2.07,0
